Zone, Mean, Median, Sum, Std, Coverage 
0.0  WATER, None, None, None, None, None 
1.1  ARCTIC CORDILLERA, None, None, None, None, None 
10.1  COLD DESERTS, 53.44099426269531, 54.037532806396484, 28109.962890625, 10.427367210388184, 0.8806589384735671 
2.1  NORTHERN ARCTIC, None, None, None, None, None 
2.2  ALASKA TUNDRA, None, None, None, None, None 
2.3  BROOKS RANGE TUNDRA, None, None, None, None, None 
2.4  SOUTHERN ARCTIC, 4.386307716369629, 3.167801856994629, 22716.6875, 3.956453561782837, 0.5576395764503548 
3.1  ALASKA BOREAL INTERIOR, 29.043285369873047, 29.099327087402344, 104468.6953125, 9.744491577148438, 0.7553493565306867 
3.2  TAIGA CORDILLERA, 29.752883911132812, 29.980844497680664, 83010.546875, 7.556708335876465, 0.8241620345276912 
3.3  TAIGA PLAIN, 25.634258270263672, 21.266651153564453, 155061.625, 16.818157196044922, 0.8549410243996978 
3.4  TAIGA SHIELD, 18.669254302978516, 18.398963928222656, 221230.65625, 11.453642845153809, 0.7646169002039158 
4.1  HUDSON PLAIN, 19.519372940063477, 19.54985809326172, 76437.8671875, 7.765499591827393, 0.9427973586000888 
5.1  SOFTWOOD SHIELD, 44.95768737792969, 40.864471435546875, 645592.375, 20.723495483398438, 0.8640463504048485 
5.2  MIXED WOOD SHIELD, 60.62205123901367, 61.13693618774414, 238062.796875, 14.790534973144531, 0.8922084937183944 
5.3  ATLANTIC HIGHLANDS, 41.78702163696289, 41.396610260009766, 49141.5390625, 9.710386276245117, 0.9584535511677341 
5.4  BOREAL PLAIN, 21.118793487548828, 19.460588455200195, 141517.03125, 12.855976104736328, 0.8674758273801059 
6.1  BOREAL CORDILLERA, 31.013187408447266, 31.45665740966797, 202423.078125, 10.167491912841797, 0.7797137851032306 
6.2  WESTERN CORDILLERA, 50.782623291015625, 50.43545150756836, 205517.28125, 15.479096412658691, 0.8162117437202054 
7.1  MARINE WEST COAST FOREST, None, None, None, None, None 
8.1  MIXED WOOD PLAINS, 30.361156463623047, 30.672080993652344, 61845.67578125, 12.230310440063477, 0.9148342624662918 
8.2  CENTRAL USA PLAINS, None, None, None, None, None 
9.2  TEMPERATE PRAIRIES, 4.655901908874512, 2.134307384490967, 10317.478515625, 6.4035468101501465, 0.858315855702128 
9.3  WEST-CENTRAL SEMIARID PRAIRIES, 0.9356582760810852, 0.47770455479621887, 1234.13330078125, 1.59463369846344, 0.5104387213237777 
